,index,mean,std
0,80000.0,1003.0,347.4492768736179
1,240000.0,1559.0,584.4219366177146
2,400000.0,1575.0,657.346940359503
3,560000.0,1170.0,394.715087119811
4,720000.0,1378.0,574.7834374788473
5,880000.0,845.0,163.90546055577283
6,1040000.0,1637.0,389.30836107127215
7,1200000.0,1739.0,516.5742928175965
8,1360000.0,1936.0,660.0636332960634
9,1520000.0,2113.0,903.1395241046646
10,1680000.0,1171.0,446.12666362816736
11,1840000.0,1584.0,960.3041184958023
12,2000000.0,2406.0,826.1137936144148
13,2160000.0,1908.0,740.6861683601227
14,2320000.0,1967.0,686.0327980497725
15,2480000.0,2247.0,877.5995670008048
16,2640000.0,1477.0,644.9348804336761
17,2800000.0,2467.0,894.7407445735329
18,2960000.0,1257.0,459.9576067421866
19,3120000.0,2541.0,1060.2117712985457
20,3280000.0,2007.0,806.7223809960897
21,3440000.0,1574.0,630.0031745951761
22,3600000.0,1494.0,711.114618046908
23,3760000.0,1883.0,575.4658982077044
24,3920000.0,1473.0,711.9698027304248
25,4080000.0,2938.0,1266.5606973216877
26,4240000.0,1611.0,741.4910653541282
27,4400000.0,2261.0,629.0381546456463
28,4560000.0,2121.0,1073.083873702331
29,4720000.0,1839.0,570.5690142305311
30,4880000.0,2350.0,958.5927185202274
31,5040000.0,3133.0,809.9882715200264
32,5200000.0,2708.0,994.5933842530826
33,5360000.0,2380.0,1041.8445181503812
34,5520000.0,1885.0,896.9643248201123
35,5680000.0,3053.0,1018.6368342054002
36,5840000.0,3275.0,889.8342542294042
37,6000000.0,1702.0,540.4220572848595
38,6160000.0,1382.0,588.7070578819316
39,6320000.0,2202.0,746.3350454052121
40,6480000.0,1769.0,558.9713767269304
41,6640000.0,1931.0,854.0427389773887
42,6800000.0,2590.0,767.8541528180987
43,6960000.0,2529.0,1002.7108257119796
44,7120000.0,2180.0,737.0074626487849
45,7280000.0,2416.0,1391.9281590656897
46,7440000.0,2223.0,795.2238678510599
47,7600000.0,2229.0,891.6552024185133
48,7760000.0,1452.0,677.0937896628502
49,7920000.0,2576.0,896.9080220401644
