,index,mean,std
0,20000.0,2903.5,1047.5108829983583
1,60000.0,2796.4,1325.5463930017688
2,100000.0,3966.7,2133.825768426279
3,140000.0,3661.9,1489.5204899564155
4,180000.0,3759.9,1537.8113961081183
5,220000.0,2985.8,1163.0067755606585
6,260000.0,3204.1,932.652823938254
7,300000.0,3150.5,1644.8229235999845
8,340000.0,4022.7,1737.8788248896985
9,380000.0,3296.3,1336.2181745508478
10,420000.0,2707.3,1492.0703100055305
11,460000.0,2594.2,636.7127766897725
12,500000.0,3014.0,1560.1705675982996
13,540000.0,3424.4,1287.7693271700487
14,580000.0,2325.8,971.0193406930678
15,620000.0,2118.8,1614.1404399865585
16,660000.0,2962.0,1060.8844423404464
17,700000.0,2884.5,840.5568689862691
18,740000.0,2813.4,1140.7500339688795
19,780000.0,2997.7,1871.8022892389035
20,820000.0,2978.2,2099.4660178245326
21,860000.0,2737.0,1589.1867102389197
22,900000.0,2770.0,878.0499985763909
23,940000.0,2650.9,1273.1596482766802
24,980000.0,2542.7,1484.9368370405525
25,1020000.0,1906.6,1188.2803709562822
26,1060000.0,2609.7,1741.9757776731572
27,1100000.0,2646.4,1815.94747721403
28,1140000.0,2249.1,1067.2299143108762
29,1180000.0,2196.9,1042.3941145267465
30,1220000.0,2252.2,719.5355168440262
31,1260000.0,3140.2,1617.864876928849
32,1300000.0,3381.5,1296.335855401678
33,1340000.0,2919.1,1734.0745918212401
34,1380000.0,1793.4,603.2908419659626
35,1420000.0,1769.2,636.8655745131778
36,1460000.0,2774.2,1395.0045017848508
37,1500000.0,1575.2,935.4783589159078
38,1540000.0,2294.2,1195.9738124223288
39,1580000.0,2051.1,1579.7520976406392
40,1620000.0,2070.2,876.2913670691958
41,1660000.0,2704.5,1103.7563363351533
42,1700000.0,2001.0,1108.8076478812725
43,1740000.0,2386.5,1586.61584827582
44,1780000.0,1884.3,616.9628919149028
45,1820000.0,2526.8,1422.9424303182473
46,1860000.0,2085.2,915.0917768180415
47,1900000.0,2464.5,1218.9132249672246
48,1940000.0,2884.7,1462.0970590217328
49,1980000.0,3041.3,2005.767287099877
50,2020000.0,1909.9,653.4203011844673
51,2060000.0,2616.6,1744.1424941787297
52,2100000.0,2692.4,1633.630264166283
53,2140000.0,2629.5,1249.5764282347839
54,2180000.0,2012.3,900.0017833315665
55,2220000.0,3254.3,1461.6927207864176
56,2260000.0,2269.1,1161.1052019520023
57,2300000.0,1952.4,1108.5813637257304
58,2340000.0,2279.4,829.0194448865478
59,2380000.0,2576.2,748.9802133568015
60,2420000.0,2258.4,965.4408526678369
61,2460000.0,2852.4,1315.4527889665976
62,2500000.0,2834.2,1333.7707299232502
63,2540000.0,2389.7,1013.7636854809903
64,2580000.0,3090.6,1180.2367728553452
65,2620000.0,2875.8,1737.4754559417522
66,2660000.0,1836.4,944.9486970201079
67,2700000.0,2556.4,1076.86695557065
68,2740000.0,2146.6,1219.6543116801581
69,2780000.0,2557.8,1180.5590878901403
70,2820000.0,1648.3,795.5632030203508
71,2860000.0,2310.2,795.9909295965626
72,2900000.0,2581.6,1125.8850918277585
73,2940000.0,2308.8,1140.7062549140335
74,2980000.0,2222.5,604.1597884665944
75,3020000.0,2689.1,973.6901406505049
76,3060000.0,2396.5,1308.879005103222
77,3100000.0,2179.6,1234.9306215330478
78,3140000.0,1947.0,905.4471823358887
79,3180000.0,2312.1,1164.3432011224183
80,3220000.0,2292.8,944.2678433580168
81,3260000.0,2950.1,1472.9273199991912
82,3300000.0,2537.1,1215.3263306618514
83,3340000.0,2385.7,1151.6279824665603
84,3380000.0,2406.5,872.0555314886776
85,3420000.0,1941.9,1001.6815312263675
86,3460000.0,2602.6,1555.9726347208039
87,3500000.0,2411.3,1183.8667196944089
88,3540000.0,2355.1,933.1807381209709
89,3580000.0,1882.9,1001.036208136349
90,3620000.0,1965.1,916.4187307121128
91,3660000.0,1947.9,1120.950708104509
92,3700000.0,2875.9,1555.250298183543
93,3740000.0,2317.7,971.0215291125114
94,3780000.0,2543.1,831.8134947210222
95,3820000.0,2131.8,1020.5958847653659
96,3860000.0,2184.6,751.4443691984125
97,3900000.0,2728.1,886.622179961679
98,3940000.0,2384.9,954.4699523819489
99,3980000.0,2332.5,693.679933398682
100,4020000.0,2760.5,1086.121655248619
101,4060000.0,3309.1,950.3244130295717
102,4100000.0,3539.9,1768.2370570712515
103,4140000.0,3778.2,1267.7159618778965
104,4180000.0,2873.5,1020.4708962042964
105,4220000.0,2691.1,1835.1649762351067
106,4260000.0,2903.5,834.6605597486921
107,4300000.0,2655.5,932.9331433709492
108,4340000.0,3320.6,1403.232568037102
109,4380000.0,2986.0,1488.7347648254877
110,4420000.0,2742.0,1475.0650833098857
111,4460000.0,3629.0,1581.9554987419842
112,4500000.0,2490.5,978.0612710868373
113,4540000.0,2471.7,1322.7064715952665
114,4580000.0,2666.0,1351.1432936591145
115,4620000.0,3441.3,1422.330696427522
116,4660000.0,3349.2,1272.8762547867723
117,4700000.0,3549.4,1751.7481097463756
118,4740000.0,3821.5,2087.3174291420078
119,4780000.0,2437.4,1426.187729578403
120,4820000.0,2320.7,1473.897014719821
121,4860000.0,2672.1,1076.6366564445034
122,4900000.0,2861.7,1033.645882302058
123,4940000.0,2109.8,813.9397766419822
124,4980000.0,3007.8,1087.3310259529983
125,5020000.0,3401.8,1166.791909468008
126,5060000.0,3257.5,1436.9756608933917
127,5100000.0,2803.4,960.9692190699969
128,5140000.0,3316.4,1434.4590757494616
129,5180000.0,2903.7,1216.3367173607808
130,5220000.0,2497.4,1074.0164058337284
131,5260000.0,2644.5,845.3650394947736
132,5300000.0,2711.8,1284.0125233034137
133,5340000.0,2303.3,1377.323422439334
134,5380000.0,3118.0,1415.3355079273606
135,5420000.0,2013.0,654.8859442681603
136,5460000.0,2062.5,1366.122340787969
137,5500000.0,2320.1,932.0747233993635
138,5540000.0,1890.0,796.0639421554025
139,5580000.0,2342.0,1414.170216063116
140,5620000.0,2060.6,1112.899294635413
141,5660000.0,2002.2,562.2920593428295
142,5700000.0,2229.3,1069.399181783865
143,5740000.0,2225.7,1057.6195015221683
144,5780000.0,2403.7,1468.3996765186243
145,5820000.0,2623.3,973.110995724537
146,5860000.0,2264.9,1034.8039862698636
147,5900000.0,2251.3,574.0172558381847
148,5940000.0,2704.0,1220.7277337719497
149,5980000.0,2550.5,2370.658864113519
150,6020000.0,1854.6,774.4384029734064
151,6060000.0,2796.3,1374.2562388433969
152,6100000.0,2142.1,945.5355572372728
153,6140000.0,2414.9,1919.0307683828316
154,6180000.0,1920.2,1047.402673282821
155,6220000.0,2772.3,1187.5848643360187
156,6260000.0,2826.5,1194.8505555089307
157,6300000.0,2293.6,906.9129175394957
158,6340000.0,2212.2,1402.5773276365192
159,6380000.0,2564.2,1490.1105193910955
160,6420000.0,1902.9,1101.2934622524551
161,6460000.0,2604.5,1995.0621669511954
162,6500000.0,2769.0,1430.0249648170482
163,6540000.0,2999.0,1267.7905189738563
164,6580000.0,3283.2,1035.6268439935302
165,6620000.0,2895.9,1431.2335553640432
166,6660000.0,3186.3,761.9828147668424
167,6700000.0,3165.1,1715.5744489820313
168,6740000.0,2680.6,1562.6286954999898
169,6780000.0,2380.4,1606.225276852534
170,6820000.0,3141.8,1581.83619885246
171,6860000.0,1754.9,639.2533848170067
172,6900000.0,2083.0,847.103417535309
173,6940000.0,2307.4,721.0510661527379
174,6980000.0,2699.9,1468.7266900277941
175,7020000.0,2650.7,1501.320488769803
176,7060000.0,2234.6,824.1923561887722
177,7100000.0,1881.9,781.0348839840638
178,7140000.0,1223.7,748.0839591917475
179,7180000.0,2082.6,823.7066468106227
180,7220000.0,1952.2,1143.895082601547
181,7260000.0,1542.3,882.9259368712644
182,7300000.0,1132.3,939.2058400585039
183,7340000.0,940.2,607.1533249517786
184,7380000.0,1221.9,845.948633192347
185,7420000.0,1187.0,679.9248487884526
